trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
2144829001,6,249442,Hoboken,"1130",0,1130,25,
2131885,6,249232,Suffern,"1131",1,1131,125,
2131880,6,249232,Hoboken,"1132",0,1132,25,
2132700,6,249245,Suffern,"1133",1,1133,125,
2131903,6,249232,Hoboken,"1136",0,1136,25,
2131809,5,249232,Hoboken,"1146",0,1146,5,
2131354,5,249232,Suffern,"1147",1,1147,105,
2131347,5,249232,Hoboken,"1150",0,1150,5,
2131348,5,249232,Hoboken,"1152",0,1152,5,
2131349,5,249232,Hoboken,"1154",0,1154,5,
2143555,5,249442,Suffern,"1155",1,1155,105,
2143556,5,249508,Suffern,"1155",1,1155,105,
2143331,5,249426,Suffern,"1157",1,1157,105,
2143561,5,249442,Suffern,"1157",1,1157,105,
2143332,5,249451,Suffern,"1157",1,1157,105,
2143333,5,249426,Suffern,"1159",1,1159,105,
2143567,5,249442,Suffern,"1159",1,1159,105,
2143568,5,249508,Suffern,"1159",1,1159,105,
2131351,5,249232,Hoboken,"1160",0,1160,5,
